Time,T1,T2,Q1,Q2
1199,35.078,37.914,0,60
1200.01,35.078,37.785,0,60
1201,35.078,37.85,0,60
1202,35.046,37.656,0,60
1203.01,34.949,37.914,0,60
1204.01,34.853,37.656,0,60
1205,34.82,37.785,0,60
1206.01,34.885,37.721,0,60
1207.01,34.756,37.431,0,60
1208,34.756,37.688,0,60
1209.01,34.756,37.527,0,60
1210,34.756,37.527,0,60
1211,34.756,37.334,0,60
1212,34.756,37.463,0,60
1213.01,34.756,37.527,0,60
1214,34.756,37.463,0,60
1215,34.724,37.592,0,60
1216.01,34.659,37.334,0,60
1217,34.434,37.463,0,60
1218.01,34.498,37.527,0,60
1219,34.434,37.592,0,60
1220,34.434,37.592,0,60
1221.01,34.434,37.334,0,60
1222,34.434,37.592,0,60
1223,34.434,37.463,0,60
1224,34.337,37.527,0,60
1225.01,34.208,37.463,0,60
1226.01,34.144,37.302,0,60
1227,34.111,37.527,0,60
1228.01,34.111,37.302,0,60
1229,34.111,37.431,0,60
1230.01,34.111,37.205,0,60
1231.01,34.111,37.27,0,60
1232,34.111,37.27,0,60
1233,34.047,37.205,0,60
1234,33.95,37.27,0,60
1235,33.918,37.141,0,60
1236.01,33.821,37.205,0,60
1237,33.821,37.205,0,60
1238,33.789,37.012,0,60
1239,33.789,37.173,0,60
1240.01,33.789,37.205,0,60
1241.01,33.789,37.27,0,60
1242,33.789,37.173,0,60
1243.01,33.789,37.012,0,60
1244.01,33.789,37.27,0,60
1245.01,33.789,37.044,0,60
1246.01,33.66,37.108,0,60
1247.01,33.563,36.947,0,60
1248.01,33.563,36.754,0,60
1249.01,33.467,36.979,0,60
1250.01,33.467,36.818,0,60
1251.01,33.467,36.883,0,60
1252.01,33.499,36.689,0,60
1253.01,33.467,36.754,0,60
1254.01,33.467,36.947,0,60
1255.01,33.435,36.818,0,60
1256,33.402,36.947,0,60
1257.01,33.306,36.754,0,60
1258.01,33.241,36.883,0,60
1259.01,24.411,36.883,0,60
1260.01,33.145,36.754,0,60
1261.01,33.145,36.915,0,60
1262.01,33.145,36.722,0,60
1263.01,33.145,36.818,0,60
1264.01,33.112,36.689,0,60
1265,33.08,36.593,0,60
1266.01,33.08,36.561,0,60
1267,32.919,36.528,0,60
1268.01,32.822,36.625,0,60
1269.01,32.822,36.432,0,60
1270.01,32.822,36.432,0,60
1271.01,32.822,36.625,0,60
1272.01,32.822,36.496,0,60
1273.01,32.822,36.625,0,60
1274.01,32.822,36.367,0,60
1275,32.822,36.432,0,60
1276.01,32.79,36.561,0,60
1277.01,32.661,36.432,0,60
1278.01,32.726,36.561,0,60
1279.01,32.564,36.432,0,60
1280.01,32.597,36.367,0,60
1281.01,32.564,36.561,0,60
1282.01,32.5,36.432,0,60
1283.01,32.5,36.464,0,60
1284.01,32.5,36.303,0,60
1285.01,32.5,36.399,0,60
1286.01,32.5,36.335,0,60
1287.01,32.5,36.174,0,60
1288.01,32.5,36.303,0,60
1289.01,32.5,36.045,0,60
1290.01,32.5,36.303,0,60
1291.01,32.436,36.238,0,60
1292.01,32.403,36.045,0,60
1293.01,32.274,36.303,0,60
1294.01,32.242,36.238,0,60
1295.01,32.21,36.303,0,60
1296.01,32.178,36.045,0,60
1297.01,32.178,36.045,0,60
1298.01,32.178,36.238,0,60
1299.01,32.178,36.303,0,60
1300.01,32.178,36.238,0,60
1301.01,32.178,36.238,0,60
1302.01,32.178,36.045,0,60
1303.01,32.178,36.045,0,60
1304.01,32.178,36.142,0,60
1305.01,32.146,36.238,0,60
1306.01,32.178,36.174,0,60
1307.01,32.113,36.077,0,60
1308.01,32.017,35.852,0,60
1309.01,31.952,35.852,0,60
1310.01,31.888,36.109,0,60
1311.01,31.888,35.98,0,60
1312.01,31.855,35.98,0,60
1313.01,31.855,35.787,0,60
1314.01,31.855,35.948,0,60
1315.01,31.855,35.916,0,60
1316.01,31.855,35.916,0,60
1317.01,31.855,35.723,0,60
1318.01,31.855,36.013,0,60
1319.01,31.791,35.948,0,60
1320.01,31.759,35.98,0,60
1321,31.694,35.916,0,60
1322.01,31.63,35.787,0,60
1323.01,31.533,35.852,0,60
1324.01,31.533,35.852,0,60
1325.01,31.565,35.98,0,60
1326.01,31.565,35.916,0,60
1327.01,31.533,35.852,0,60
1328.01,31.533,35.723,0,60
1329.01,31.533,35.755,0,60
1330.01,31.533,35.69,0,60
1331.01,31.533,35.658,0,60
1332.01,31.501,35.4,0,60
1333.01,31.533,35.465,0,60
1334.01,31.469,35.658,0,60
1335.01,31.469,35.626,0,60
1336.01,31.372,35.594,0,60
1337.01,31.275,35.4,0,60
1338.01,31.211,35.594,0,60
1339.01,31.211,35.529,0,60
1340.01,31.211,35.594,0,60
1341.01,31.211,35.562,0,60
1342.01,31.211,35.594,0,60
1343.01,31.211,35.4,0,60
1344.01,31.211,35.594,0,60
1345.01,31.211,35.562,0,60
1346.01,31.211,35.529,0,60
1347,31.179,35.594,0,60
1348.01,31.211,35.207,0,60
1349,31.146,35.336,0,60
1350,30.953,35.336,0,60
1351,31.05,35.271,0,60
1352,30.985,35.143,0,60
1353,30.889,35.143,0,60
1354,30.889,35.207,0,60
1355.01,30.889,35.271,0,60
1356,30.889,35.336,0,60
1357.01,30.889,35.271,0,60
1358,30.889,35.271,0,60
1359,30.889,35.078,0,60
1360,30.889,35.271,0,60
1361,30.856,35.336,0,60
1362,30.889,35.336,0,60
1363,30.792,35.11,0,60
1364,30.663,35.175,0,60
1365.01,30.728,35.207,0,60
1366.01,30.631,35.304,0,60
1367.01,30.663,35.175,0,60
1368,30.728,35.143,0,60
1369,30.631,34.369,0,60
1370,30.566,35.014,0,60
1371.01,30.566,35.078,0,60
1372.01,30.566,35.078,0,60
1373,30.566,35.014,0,60
1374.01,30.566,34.885,0,60
1375,30.566,34.82,0,60
1376,30.566,35.014,0,60
1377,30.566,34.949,0,60
1378,30.566,34.949,0,60
1379,30.566,34.949,0,60
1380,30.566,34.756,0,60
1381,30.566,34.208,0,60
1382,30.566,34.949,0,60
1383,30.502,34.949,0,60
1384,30.566,34.917,0,60
1385,30.566,34.82,0,60
1386.01,30.502,34.756,0,60
1387,30.405,34.949,0,60
1388,30.309,34.949,0,60
1389,30.341,34.949,0,60
1390,30.373,34.82,0,60
1391.01,30.244,34.885,0,60
1392,30.244,34.885,0,60
1393,30.341,34.949,0,60
1394,30.341,35.014,0,60
1395.01,30.373,34.949,0,60
1396,30.276,34.756,0,60
1397,30.276,35.014,0,60
1398,30.309,35.014,0,60
1399,30.309,34.949,0,60
1400.01,30.276,34.756,0,60
1401,30.244,34.756,0,60
1402.01,30.244,34.949,0,60
1403,30.244,34.885,0,60
1404.01,30.276,34.949,0,60
1405,30.309,34.176,0,60
1406,30.244,34.756,0,60
1407.01,30.244,34.756,0,60
1408,30.244,34.949,0,60
1409.01,30.244,35.014,0,60
1410,30.244,35.014,0,60
1411,30.244,34.82,0,60
1412,30.244,34.885,0,60
1413,30.244,34.885,0,60
1414,30.244,34.949,0,60
1415.01,30.244,34.949,0,60
1416,30.244,34.949,0,60
1417.01,30.244,34.756,0,60
1418,30.244,35.014,0,60
1419,30.244,34.949,0,60
1420,30.244,34.981,0,60
1421,30.244,34.756,0,0
1422,30.244,34.756,0,0
1423.01,30.244,34.756,0,0
1424.01,30.244,34.756,0,0
1425.01,30.244,34.756,0,0
1426,30.244,34.756,0,0
1427,30.244,34.756,0,0
1428.01,30.244,34.756,0,0
1429,30.244,34.756,0,0
1430.01,30.244,34.756,0,0
1431.01,29.761,34.756,0,0
1432.01,30.244,34.724,0,0
1433,30.212,34.756,0,0
1434,30.147,34.724,0,0
1435.01,30.051,34.724,0,0
1436,29.922,34.691,0,0
1437,29.922,34.53,0,0
1438,29.922,34.434,0,0
1439,29.922,34.434,0,0
1440.01,29.922,34.434,0,0
1441.01,29.922,34.434,0,0
1442,29.922,34.434,0,0
1443,29.922,34.434,0,0
1444.01,29.922,34.434,0,0
1445,29.922,34.434,0,0
1446.01,29.922,34.305,0,0
1447,29.922,34.176,0,0
1448,29.922,34.111,0,0
1449.01,29.922,34.111,0,0
1450,29.922,34.111,0,0
1451.01,29.922,34.111,0,0
1452,29.922,34.111,0,0
1453.01,29.793,34.111,0,0
1454.01,29.922,34.111,0,0
1455.01,29.922,33.95,0,0
1456,29.89,33.789,0,0
1457,29.793,33.789,0,0
1458,29.89,33.789,0,0
1459,29.761,33.789,0,0
1460,29.793,33.789,0,0
1461.01,29.632,33.789,0,0
1462,29.664,33.789,0,0
1463,29.6,33.66,0,0
1464.01,29.6,33.596,0,0
1465,29.6,33.467,0,0
1466,29.6,33.467,0,0
1467.01,29.6,33.467,0,0
1468.01,29.6,33.467,0,0
1469,29.6,33.467,0,0
1470,29.6,33.467,0,0
1471.01,29.6,33.273,0,0
1472,29.6,33.209,0,0
1473,29.6,33.145,0,0
1474,29.6,33.145,0,0
1475.01,29.567,33.145,0,0
1476.01,29.6,33.145,0,0
1477.01,29.471,33.145,0,0
1478,29.535,33.145,0,0
1479.01,29.438,32.951,0,0
1480,29.471,32.887,0,0
1481,29.342,32.822,0,0
1482,29.277,32.822,0,0
1483,29.277,32.822,0,0
1484.01,29.277,32.822,0,0
1485,29.277,32.79,0,0
1486,29.277,32.661,0,0
1487,29.277,32.5,0,0
1488.01,29.277,32.5,0,0
1489.01,29.277,32.5,0,0
1490.01,29.277,32.5,0,0
1491,29.277,32.5,0,0
1492.01,29.245,32.5,0,0
1493,29.277,32.468,0,0
1494.01,29.213,32.339,0,0
1495.01,29.213,32.21,0,0
1496,29.084,32.178,0,0
1497.01,29.116,32.178,0,0
1498.01,28.955,32.178,0,0
1499.01,28.955,32.178,0,0
1500.01,28.987,32.178,0,0
