#,Time,P (psi)
45.),'08-09-2021 09:20:10.200',-0.45
46.),'08-09-2021 09:20:10.250',-0.45
47.),'08-09-2021 09:20:10.300',-0.45
48.),'08-09-2021 09:20:10.350',-0.45
49.),'08-09-2021 09:20:10.400',-0.46
50.),'08-09-2021 09:20:10.450',-0.46
51.),'08-09-2021 09:20:10.500',-0.47
52.),'08-09-2021 09:20:10.550',-0.45
53.),'08-09-2021 09:20:10.600',-0.45
54.),'08-09-2021 09:20:10.650',-0.45
55.),'08-09-2021 09:20:10.700',-0.46
56.),'08-09-2021 09:20:10.750',-0.45
57.),'08-09-2021 09:20:10.800',-0.45
58.),'08-09-2021 09:20:10.850',-0.45
59.),'08-09-2021 09:20:10.900',-0.45
60.),'08-09-2021 09:20:10.950',-0.45
61.),'08-09-2021 09:20:11.000',-0.45
62.),'08-09-2021 09:20:11.050',-0.47
63.),'08-09-2021 09:20:11.100',-0.46
64.),'08-09-2021 09:20:11.150',-0.46
65.),'08-09-2021 09:20:11.200',-0.47
66.),'08-09-2021 09:20:11.250',-0.45
67.),'08-09-2021 09:20:11.300',-0.46
68.),'08-09-2021 09:20:11.350',-0.46
69.),'08-09-2021 09:20:11.400',-0.46
70.),'08-09-2021 09:20:11.450',-0.47
71.),'08-09-2021 09:20:11.500',-0.46
72.),'08-09-2021 09:20:11.550',-0.45
73.),'08-09-2021 09:20:11.600',-0.46
74.),'08-09-2021 09:20:11.650',-0.45
75.),'08-09-2021 09:20:11.700',-0.44
76.),'08-09-2021 09:20:11.750',-0.46
77.),'08-09-2021 09:20:11.800',-0.47
78.),'08-09-2021 09:20:11.850',-0.45
79.),'08-09-2021 09:20:11.900',-0.45
80.),'08-09-2021 09:20:11.950',-0.46
81.),'08-09-2021 09:20:12.000',-0.46
82.),'08-09-2021 09:20:12.050',-0.45
83.),'08-09-2021 09:20:12.100',-0.45
84.),'08-09-2021 09:20:12.150',-0.46
85.),'08-09-2021 09:20:12.200',-0.48
86.),'08-09-2021 09:20:12.250',-0.47
87.),'08-09-2021 09:20:12.300',-0.45
88.),'08-09-2021 09:20:12.350',-0.47
89.),'08-09-2021 09:20:12.400',-0.46
90.),'08-09-2021 09:20:12.450',-0.46
91.),'08-09-2021 09:20:12.500',-0.46
92.),'08-09-2021 09:20:12.550',-0.46
93.),'08-09-2021 09:20:12.600',-0.45
94.),'08-09-2021 09:20:12.650',-0.45
95.),'08-09-2021 09:20:12.700',-0.46
96.),'08-09-2021 09:20:12.750',-0.44
97.),'08-09-2021 09:20:12.800',-0.44
98.),'08-09-2021 09:20:12.850',-0.46
99.),'08-09-2021 09:20:12.900',-0.47
100.),'08-09-2021 09:20:12.950',-0.46
101.),'08-09-2021 09:20:13.000',-0.46
102.),'08-09-2021 09:20:13.050',-0.46
103.),'08-09-2021 09:20:13.100',-0.45
104.),'08-09-2021 09:20:13.150',-0.44
105.),'08-09-2021 09:20:13.200',-0.46
106.),'08-09-2021 09:20:13.250',-0.46
107.),'08-09-2021 09:20:13.300',-0.45
108.),'08-09-2021 09:20:13.350',-0.46
109.),'08-09-2021 09:20:13.400',-0.46
110.),'08-09-2021 09:20:13.450',-0.45
111.),'08-09-2021 09:20:13.500',-0.47
112.),'08-09-2021 09:20:13.550',-0.45
113.),'08-09-2021 09:20:13.600',-0.45
114.),'08-09-2021 09:20:13.650',-0.45
115.),'08-09-2021 09:20:13.700',-0.45
116.),'08-09-2021 09:20:13.750',-0.46
117.),'08-09-2021 09:20:13.800',-0.47
118.),'08-09-2021 09:20:13.850',-0.45
119.),'08-09-2021 09:20:13.900',-0.44
120.),'08-09-2021 09:20:13.950',-0.45
121.),'08-09-2021 09:20:14.000',-0.45
122.),'08-09-2021 09:20:14.050',-0.45
123.),'08-09-2021 09:20:14.100',-0.46
124.),'08-09-2021 09:20:14.150',-0.46
125.),'08-09-2021 09:20:14.200',-0.47
126.),'08-09-2021 09:20:14.250',-0.45
127.),'08-09-2021 09:20:14.300',-0.45
128.),'08-09-2021 09:20:14.350',-0.45
129.),'08-09-2021 09:20:14.400',-0.46
130.),'08-09-2021 09:20:14.450',-0.45
131.),'08-09-2021 09:20:14.500',-0.45
132.),'08-09-2021 09:20:14.550',-0.45
133.),'08-09-2021 09:20:14.600',-0.46
134.),'08-09-2021 09:20:14.650',-0.45
135.),'08-09-2021 09:20:14.700',-0.45
136.),'08-09-2021 09:20:14.750',-0.46
137.),'08-09-2021 09:20:14.800',-0.45
138.),'08-09-2021 09:20:14.850',-0.43
139.),'08-09-2021 09:20:14.900',-0.46
140.),'08-09-2021 09:20:14.950',-0.45
141.),'08-09-2021 09:20:15.000',-0.45
142.),'08-09-2021 09:20:15.050',-0.45
143.),'08-09-2021 09:20:15.100',-0.46
144.),'08-09-2021 09:20:15.150',-0.45
145.),'08-09-2021 09:20:15.200',-0.44
146.),'08-09-2021 09:20:15.250',-0.44
147.),'08-09-2021 09:20:15.300',-0.47
148.),'08-09-2021 09:20:15.350',-0.46
149.),'08-09-2021 09:20:15.400',-0.45
150.),'08-09-2021 09:20:15.450',-0.46
151.),'08-09-2021 09:20:15.500',-0.44
152.),'08-09-2021 09:20:15.550',-0.44
153.),'08-09-2021 09:20:15.600',-0.46
154.),'08-09-2021 09:20:15.650',-0.45
155.),'08-09-2021 09:20:15.700',-0.46
156.),'08-09-2021 09:20:15.750',-0.45
157.),'08-09-2021 09:20:15.800',-0.44
158.),'08-09-2021 09:20:15.850',-0.44
159.),'08-09-2021 09:20:15.900',-0.45
160.),'08-09-2021 09:20:15.950',-0.48
161.),'08-09-2021 09:20:16.000',-0.48
162.),'08-09-2021 09:20:16.050',-0.45
163.),'08-09-2021 09:20:16.100',-0.45
164.),'08-09-2021 09:20:16.150',-0.46
165.),'08-09-2021 09:20:16.200',-0.46
166.),'08-09-2021 09:20:16.250',-0.45
167.),'08-09-2021 09:20:16.300',-0.45
168.),'08-09-2021 09:20:16.350',-0.45
169.),'08-09-2021 09:20:16.400',-0.46
170.),'08-09-2021 09:20:16.450',-0.46
171.),'08-09-2021 09:20:16.500',-0.46
172.),'08-09-2021 09:20:16.550',-0.46
173.),'08-09-2021 09:20:16.600',-0.45
174.),'08-09-2021 09:20:16.650',-0.44
175.),'08-09-2021 09:20:16.700',-0.46
176.),'08-09-2021 09:20:16.750',-0.45
177.),'08-09-2021 09:20:16.800',-0.46
178.),'08-09-2021 09:20:16.850',-0.45
179.),'08-09-2021 09:20:16.900',-0.45
180.),'08-09-2021 09:20:16.950',-0.5
181.),'08-09-2021 09:20:17.000',-0.5
182.),'08-09-2021 09:20:17.050',-0.46
183.),'08-09-2021 09:20:17.100',-0.45
184.),'08-09-2021 09:20:17.150',-0.46
185.),'08-09-2021 09:20:17.200',-0.45
186.),'08-09-2021 09:20:17.250',-0.45
187.),'08-09-2021 09:20:17.300',-0.45
188.),'08-09-2021 09:20:17.350',-0.47
189.),'08-09-2021 09:20:17.400',-0.47
190.),'08-09-2021 09:20:17.450',-0.46
191.),'08-09-2021 09:20:17.500',-0.46
192.),'08-09-2021 09:20:17.550',-0.46
193.),'08-09-2021 09:20:17.600',-0.45
194.),'08-09-2021 09:20:17.650',-0.45
195.),'08-09-2021 09:20:17.700',-0.44
196.),'08-09-2021 09:20:17.750',-0.44
197.),'08-09-2021 09:20:17.800',-0.46
198.),'08-09-2021 09:20:17.850',-0.46
199.),'08-09-2021 09:20:17.900',-0.46
200.),'08-09-2021 09:20:17.950',-0.43
201.),'08-09-2021 09:20:18.000',-0.46
202.),'08-09-2021 09:20:18.050',-0.47
203.),'08-09-2021 09:20:18.100',-0.46
204.),'08-09-2021 09:20:18.150',-0.45
205.),'08-09-2021 09:20:18.200',-0.44
206.),'08-09-2021 09:20:18.250',-0.45
207.),'08-09-2021 09:20:18.300',-0.47
208.),'08-09-2021 09:20:18.350',-0.46
209.),'08-09-2021 09:20:18.400',-0.45
210.),'08-09-2021 09:20:18.450',-0.44
211.),'08-09-2021 09:20:18.500',-0.46
212.),'08-09-2021 09:20:18.550',-0.45
213.),'08-09-2021 09:20:18.600',-0.45
214.),'08-09-2021 09:20:18.650',-0.46
215.),'08-09-2021 09:20:18.700',-0.45
216.),'08-09-2021 09:20:18.750',-0.45
217.),'08-09-2021 09:20:18.800',-0.45
218.),'08-09-2021 09:20:18.850',-0.45
219.),'08-09-2021 09:20:18.900',-0.46
220.),'08-09-2021 09:20:18.950',-0.46
221.),'08-09-2021 09:20:19.000',-0.45
222.),'08-09-2021 09:20:19.050',-0.45
223.),'08-09-2021 09:20:19.100',-0.45
224.),'08-09-2021 09:20:19.150',-0.44
225.),'08-09-2021 09:20:19.200',-0.45
226.),'08-09-2021 09:20:19.250',-0.45
227.),'08-09-2021 09:20:19.300',-0.46
228.),'08-09-2021 09:20:19.350',-0.46
229.),'08-09-2021 09:20:19.400',-0.48
230.),'08-09-2021 09:20:19.450',-0.46
231.),'08-09-2021 09:20:19.500',-0.45
232.),'08-09-2021 09:20:19.550',-0.46
233.),'08-09-2021 09:20:19.600',-0.46
234.),'08-09-2021 09:20:19.650',-0.45
235.),'08-09-2021 09:20:19.700',-0.46
236.),'08-09-2021 09:20:19.750',-0.46
237.),'08-09-2021 09:20:19.800',-0.46
238.),'08-09-2021 09:20:19.850',-0.45
239.),'08-09-2021 09:20:19.900',-0.46
240.),'08-09-2021 09:20:19.950',-0.46
241.),'08-09-2021 09:20:20.000',-0.46
242.),'08-09-2021 09:20:20.050',-0.45
243.),'08-09-2021 09:20:20.100',-0.45
244.),'08-09-2021 09:20:20.150',-0.44
245.),'08-09-2021 09:20:20.200',-0.46
246.),'08-09-2021 09:20:20.250',-0.45
247.),'08-09-2021 09:20:20.300',-0.46
248.),'08-09-2021 09:20:20.350',-0.46
249.),'08-09-2021 09:20:20.400',-0.47
250.),'08-09-2021 09:20:20.450',-0.47
251.),'08-09-2021 09:20:20.500',-0.45
252.),'08-09-2021 09:20:20.550',-0.45
253.),'08-09-2021 09:20:20.600',-0.46
254.),'08-09-2021 09:20:20.650',-0.45
255.),'08-09-2021 09:20:20.700',-0.45
256.),'08-09-2021 09:20:20.750',-0.46
257.),'08-09-2021 09:20:20.800',-0.47
258.),'08-09-2021 09:20:20.850',-0.45
259.),'08-09-2021 09:20:20.900',-0.45
260.),'08-09-2021 09:20:20.950',-0.45
261.),'08-09-2021 09:20:21.000',-0.46
262.),'08-09-2021 09:20:21.050',-0.45
263.),'08-09-2021 09:20:21.100',-0.46
264.),'08-09-2021 09:20:21.150',-0.45
265.),'08-09-2021 09:20:21.200',-0.45
266.),'08-09-2021 09:20:21.250',-0.46
267.),'08-09-2021 09:20:21.300',-0.45
268.),'08-09-2021 09:20:21.350',-0.46
269.),'08-09-2021 09:20:21.400',-0.23
270.),'08-09-2021 09:20:21.450',-0.44
271.),'08-09-2021 09:20:21.500',-0.46
272.),'08-09-2021 09:20:21.550',-0.46
273.),'08-09-2021 09:20:21.600',-0.46
274.),'08-09-2021 09:20:21.650',-0.45
275.),'08-09-2021 09:20:21.700',-0.46
276.),'08-09-2021 09:20:21.750',-0.46
277.),'08-09-2021 09:20:21.800',-0.45
278.),'08-09-2021 09:20:21.850',-0.46
279.),'08-09-2021 09:20:21.900',-0.47
280.),'08-09-2021 09:20:21.950',-0.47
281.),'08-09-2021 09:20:22.000',-0.47
282.),'08-09-2021 09:20:22.050',-0.45
283.),'08-09-2021 09:20:22.100',-0.46
284.),'08-09-2021 09:20:22.150',-0.44
285.),'08-09-2021 09:20:22.200',-0.45
286.),'08-09-2021 09:20:22.250',-0.44
287.),'08-09-2021 09:20:22.300',-0.45
288.),'08-09-2021 09:20:22.350',-0.46
289.),'08-09-2021 09:20:22.400',-0.44
290.),'08-09-2021 09:20:22.450',-0.45
291.),'08-09-2021 09:20:22.500',-0.45
292.),'08-09-2021 09:20:22.550',-0.45
293.),'08-09-2021 09:20:22.600',-0.46
294.),'08-09-2021 09:20:22.650',-0.45
295.),'08-09-2021 09:20:22.700',-0.44
296.),'08-09-2021 09:20:22.750',-0.47
297.),'08-09-2021 09:20:22.800',-0.45
298.),'08-09-2021 09:20:22.850',-0.45
299.),'08-09-2021 09:20:22.900',-0.45
300.),'08-09-2021 09:20:22.950',-0.45
301.),'08-09-2021 09:20:23.000',-0.47
302.),'08-09-2021 09:20:23.050',-0.46
303.),'08-09-2021 09:20:23.100',-0.45
304.),'08-09-2021 09:20:23.150',-0.46
305.),'08-09-2021 09:20:23.200',-0.45
306.),'08-09-2021 09:20:23.250',-0.45
307.),'08-09-2021 09:20:23.300',-0.46
308.),'08-09-2021 09:20:23.350',-0.46
309.),'08-09-2021 09:20:23.400',-0.45
310.),'08-09-2021 09:20:23.450',-0.45
311.),'08-09-2021 09:20:23.500',-0.45
312.),'08-09-2021 09:20:23.550',-0.45
313.),'08-09-2021 09:20:23.600',-0.44
314.),'08-09-2021 09:20:23.650',-0.45
315.),'08-09-2021 09:20:23.700',-0.45
316.),'08-09-2021 09:20:23.750',-0.46
317.),'08-09-2021 09:20:23.800',-0.45
318.),'08-09-2021 09:20:23.850',-0.46
319.),'08-09-2021 09:20:23.900',-0.46
320.),'08-09-2021 09:20:23.950',-0.46
321.),'08-09-2021 09:20:24.000',-0.46
322.),'08-09-2021 09:20:24.050',-0.45
323.),'08-09-2021 09:20:24.100',-0.45
324.),'08-09-2021 09:20:24.150',-0.44
325.),'08-09-2021 09:20:24.200',-0.45
326.),'08-09-2021 09:20:24.250',-0.46
327.),'08-09-2021 09:20:24.300',-0.45
328.),'08-09-2021 09:20:24.350',-0.46
329.),'08-09-2021 09:20:24.400',-0.46
330.),'08-09-2021 09:20:24.450',-0.46
331.),'08-09-2021 09:20:24.500',-0.44
332.),'08-09-2021 09:20:24.550',-0.47
333.),'08-09-2021 09:20:24.600',-0.45
334.),'08-09-2021 09:20:24.650',-0.44
335.),'08-09-2021 09:20:24.700',-0.45
336.),'08-09-2021 09:20:24.750',-0.45
337.),'08-09-2021 09:20:24.800',-0.45
338.),'08-09-2021 09:20:24.850',-0.46
339.),'08-09-2021 09:20:24.900',-0.47
340.),'08-09-2021 09:20:24.950',-0.47
341.),'08-09-2021 09:20:25.000',-0.46
342.),'08-09-2021 09:20:25.050',-0.45
343.),'08-09-2021 09:20:25.100',-0.45
344.),'08-09-2021 09:20:25.150',-0.45
345.),'08-09-2021 09:20:25.200',-0.46
346.),'08-09-2021 09:20:25.250',-0.44
347.),'08-09-2021 09:20:25.300',-0.45
348.),'08-09-2021 09:20:25.350',-0.47
349.),'08-09-2021 09:20:25.400',-0.46
350.),'08-09-2021 09:20:25.450',-0.46
351.),'08-09-2021 09:20:25.500',-0.46
352.),'08-09-2021 09:20:25.550',-0.45
353.),'08-09-2021 09:20:25.600',-0.46
354.),'08-09-2021 09:20:25.650',-0.45
355.),'08-09-2021 09:20:25.700',-0.46
356.),'08-09-2021 09:20:25.750',-0.46
357.),'08-09-2021 09:20:25.800',-0.45
358.),'08-09-2021 09:20:25.850',-0.46
359.),'08-09-2021 09:20:25.900',-0.46
360.),'08-09-2021 09:20:25.950',-0.46
361.),'08-09-2021 09:20:26.000',-0.46
362.),'08-09-2021 09:20:26.050',-0.46
363.),'08-09-2021 09:20:26.100',-0.45
364.),'08-09-2021 09:20:26.150',-0.47
365.),'08-09-2021 09:20:26.200',-0.46
366.),'08-09-2021 09:20:26.250',-0.45
367.),'08-09-2021 09:20:26.300',-0.45
368.),'08-09-2021 09:20:26.350',-0.45
369.),'08-09-2021 09:20:26.400',-0.45
370.),'08-09-2021 09:20:26.450',-0.46
371.),'08-09-2021 09:20:26.500',-0.46
372.),'08-09-2021 09:20:26.550',-0.46
373.),'08-09-2021 09:20:26.600',-0.47
374.),'08-09-2021 09:20:26.650',-0.46
375.),'08-09-2021 09:20:26.700',-0.45
376.),'08-09-2021 09:20:26.750',-0.45
377.),'08-09-2021 09:20:26.800',-0.45
378.),'08-09-2021 09:20:26.850',-0.46
379.),'08-09-2021 09:20:26.900',-0.48
380.),'08-09-2021 09:20:26.950',-0.48
381.),'08-09-2021 09:20:27.000',-0.46
382.),'08-09-2021 09:20:27.050',-0.45
383.),'08-09-2021 09:20:27.100',-0.45
384.),'08-09-2021 09:20:27.150',-0.45
385.),'08-09-2021 09:20:27.200',-0.46
386.),'08-09-2021 09:20:27.250',-0.46
387.),'08-09-2021 09:20:27.300',-0.46
388.),'08-09-2021 09:20:27.350',-0.45
389.),'08-09-2021 09:20:27.400',-0.46
390.),'08-09-2021 09:20:27.450',-0.46
391.),'08-09-2021 09:20:27.500',-0.46
392.),'08-09-2021 09:20:27.550',-0.45
393.),'08-09-2021 09:20:27.600',-0.44
394.),'08-09-2021 09:20:27.650',-0.45
395.),'08-09-2021 09:20:27.700',-0.45
396.),'08-09-2021 09:20:27.750',-0.45
397.),'08-09-2021 09:20:27.800',-0.45
398.),'08-09-2021 09:20:27.850',-0.47
399.),'08-09-2021 09:20:27.900',-0.44
400.),'08-09-2021 09:20:27.950',-0.46
401.),'08-09-2021 09:20:28.000',-0.46
402.),'08-09-2021 09:20:28.050',-0.46
403.),'08-09-2021 09:20:28.100',-0.44
404.),'08-09-2021 09:20:28.150',-0.46
405.),'08-09-2021 09:20:28.200',-0.46
406.),'08-09-2021 09:20:28.250',-0.46
407.),'08-09-2021 09:20:28.300',-0.46
408.),'08-09-2021 09:20:28.350',-0.46
409.),'08-09-2021 09:20:28.400',-0.45
410.),'08-09-2021 09:20:28.450',-0.47
411.),'08-09-2021 09:20:28.500',-0.46
412.),'08-09-2021 09:20:28.550',-0.44
413.),'08-09-2021 09:20:28.600',-0.45
414.),'08-09-2021 09:20:28.650',-0.46
415.),'08-09-2021 09:20:28.700',-0.45
416.),'08-09-2021 09:20:28.750',-0.46
417.),'08-09-2021 09:20:28.800',-0.45
418.),'08-09-2021 09:20:28.850',-0.45
419.),'08-09-2021 09:20:28.900',-0.45
420.),'08-09-2021 09:20:28.950',-0.47
421.),'08-09-2021 09:20:29.000',-0.47
422.),'08-09-2021 09:20:29.050',-0.46
423.),'08-09-2021 09:20:29.100',-0.45
424.),'08-09-2021 09:20:29.150',-0.46
425.),'08-09-2021 09:20:29.200',-0.44
426.),'08-09-2021 09:20:29.250',-0.45
427.),'08-09-2021 09:20:29.300',-0.46
428.),'08-09-2021 09:20:29.350',-0.45
429.),'08-09-2021 09:20:29.400',-0.46
430.),'08-09-2021 09:20:29.450',-0.45
431.),'08-09-2021 09:20:29.500',-0.45
432.),'08-09-2021 09:20:29.550',-0.45
433.),'08-09-2021 09:20:29.600',-0.44
434.),'08-09-2021 09:20:29.650',-0.46
435.),'08-09-2021 09:20:29.700',-0.47
436.),'08-09-2021 09:20:29.750',-0.45
437.),'08-09-2021 09:20:29.800',-0.45
438.),'08-09-2021 09:20:29.850',-0.45
439.),'08-09-2021 09:20:29.900',-0.45
440.),'08-09-2021 09:20:29.950',-0.45
441.),'08-09-2021 09:20:30.000',-0.45
442.),'08-09-2021 09:20:30.050',-0.45
443.),'08-09-2021 09:20:30.100',-0.46
444.),'08-09-2021 09:20:30.150',-0.46
445.),'08-09-2021 09:20:30.200',-0.46
446.),'08-09-2021 09:20:30.250',-0.46
447.),'08-09-2021 09:20:30.300',-0.45
448.),'08-09-2021 09:20:30.350',-0.45
449.),'08-09-2021 09:20:30.400',-0.46
450.),'08-09-2021 09:20:30.450',-0.47
451.),'08-09-2021 09:20:30.500',-0.45
452.),'08-09-2021 09:20:30.550',-0.45
453.),'08-09-2021 09:20:30.600',-0.46
454.),'08-09-2021 09:20:30.650',-0.46
455.),'08-09-2021 09:20:30.700',-0.47
456.),'08-09-2021 09:20:30.750',-0.45
457.),'08-09-2021 09:20:30.800',-0.46
458.),'08-09-2021 09:20:30.850',-0.45
459.),'08-09-2021 09:20:30.900',-0.45
460.),'08-09-2021 09:20:30.950',-0.45
461.),'08-09-2021 09:20:31.000',-0.45
462.),'08-09-2021 09:20:31.050',-0.46
463.),'08-09-2021 09:20:31.100',-0.47
464.),'08-09-2021 09:20:31.150',-0.46
465.),'08-09-2021 09:20:31.200',-0.45
466.),'08-09-2021 09:20:31.250',-0.44
467.),'08-09-2021 09:20:31.300',-0.46
468.),'08-09-2021 09:20:31.350',-0.47
469.),'08-09-2021 09:20:31.400',-0.46
470.),'08-09-2021 09:20:31.450',-0.46
471.),'08-09-2021 09:20:31.500',-0.46
472.),'08-09-2021 09:20:31.550',-0.45
473.),'08-09-2021 09:20:31.600',-0.46
474.),'08-09-2021 09:20:31.650',-0.47
475.),'08-09-2021 09:20:31.700',-0.46
476.),'08-09-2021 09:20:31.750',-0.46
477.),'08-09-2021 09:20:31.800',-0.47
478.),'08-09-2021 09:20:31.850',-0.45
479.),'08-09-2021 09:20:31.900',-0.45
480.),'08-09-2021 09:20:31.950',-0.45
481.),'08-09-2021 09:20:32.000',-0.44
482.),'08-09-2021 09:20:32.050',-0.46
483.),'08-09-2021 09:20:32.100',-0.45
484.),'08-09-2021 09:20:32.150',-0.45
485.),'08-09-2021 09:20:32.200',-0.45
486.),'08-09-2021 09:20:32.250',-0.45
487.),'08-09-2021 09:20:32.300',-0.46
488.),'08-09-2021 09:20:32.350',-0.46
489.),'08-09-2021 09:20:32.400',-0.45
490.),'08-09-2021 09:20:32.450',-0.45
491.),'08-09-2021 09:20:32.500',-0.46
492.),'08-09-2021 09:20:32.550',-0.46
493.),'08-09-2021 09:20:32.600',-0.45
494.),'08-09-2021 09:20:32.650',-0.45
495.),'08-09-2021 09:20:32.700',-0.47
496.),'08-09-2021 09:20:32.750',-0.46
497.),'08-09-2021 09:20:32.800',-0.45
498.),'08-09-2021 09:20:32.850',-0.46
499.),'08-09-2021 09:20:32.900',-0.46
500.),'08-09-2021 09:20:32.950',-0.45
501.),'08-09-2021 09:20:33.000',-0.46
502.),'08-09-2021 09:20:33.050',-0.45
503.),'08-09-2021 09:20:33.100',-0.46
504.),'08-09-2021 09:20:33.150',-0.47
505.),'08-09-2021 09:20:33.200',-0.45
506.),'08-09-2021 09:20:33.250',-0.45
507.),'08-09-2021 09:20:33.300',-0.46
508.),'08-09-2021 09:20:33.350',-0.46
509.),'08-09-2021 09:20:33.400',-0.45
510.),'08-09-2021 09:20:33.450',-0.46
511.),'08-09-2021 09:20:33.500',-0.5
512.),'08-09-2021 09:20:33.550',-0.47
513.),'08-09-2021 09:20:33.600',-0.46
514.),'08-09-2021 09:20:33.650',-0.46
515.),'08-09-2021 09:20:33.700',-0.46
516.),'08-09-2021 09:20:33.750',-0.45
517.),'08-09-2021 09:20:33.800',-0.47
518.),'08-09-2021 09:20:33.850',-0.46
519.),'08-09-2021 09:20:33.900',-0.46
520.),'08-09-2021 09:20:33.950',-0.45
521.),'08-09-2021 09:20:34.000',-0.46
522.),'08-09-2021 09:20:34.050',-0.45
523.),'08-09-2021 09:20:34.100',-0.46
524.),'08-09-2021 09:20:34.150',-0.45
525.),'08-09-2021 09:20:34.200',-0.45
526.),'08-09-2021 09:20:34.250',-0.45
527.),'08-09-2021 09:20:34.300',-0.46
528.),'08-09-2021 09:20:34.350',-0.45
529.),'08-09-2021 09:20:34.400',-0.45
530.),'08-09-2021 09:20:34.450',-0.46
531.),'08-09-2021 09:20:34.500',-0.45
532.),'08-09-2021 09:20:34.550',-0.44
533.),'08-09-2021 09:20:34.600',-0.45
534.),'08-09-2021 09:20:34.650',-0.46
535.),'08-09-2021 09:20:34.700',-0.46
536.),'08-09-2021 09:20:34.750',-0.45
537.),'08-09-2021 09:20:34.800',-0.47
538.),'08-09-2021 09:20:34.850',-0.45
539.),'08-09-2021 09:20:34.900',-0.45
540.),'08-09-2021 09:20:34.950',-0.45
541.),'08-09-2021 09:20:35.000',-0.45
542.),'08-09-2021 09:20:35.050',-0.45
543.),'08-09-2021 09:20:35.100',-0.46
544.),'08-09-2021 09:20:35.150',-0.44
545.),'08-09-2021 09:20:35.200',-0.44
546.),'08-09-2021 09:20:35.250',-0.45
547.),'08-09-2021 09:20:35.300',-0.46
548.),'08-09-2021 09:20:35.350',-0.45
549.),'08-09-2021 09:20:35.400',-0.46
550.),'08-09-2021 09:20:35.450',-0.46
551.),'08-09-2021 09:20:35.500',-0.45
552.),'08-09-2021 09:20:35.550',-0.45
553.),'08-09-2021 09:20:35.600',-0.46
554.),'08-09-2021 09:20:35.650',-0.45
555.),'08-09-2021 09:20:35.700',-0.45
556.),'08-09-2021 09:20:35.750',-0.45
557.),'08-09-2021 09:20:35.800',-0.46
558.),'08-09-2021 09:20:35.850',-0.49
559.),'08-09-2021 09:20:35.900',-0.49
560.),'08-09-2021 09:20:35.950',-0.46
561.),'08-09-2021 09:20:36.000',-0.46
562.),'08-09-2021 09:20:36.050',-0.46
563.),'08-09-2021 09:20:36.100',-0.46
564.),'08-09-2021 09:20:36.150',-0.45
565.),'08-09-2021 09:20:36.200',-0.46
566.),'08-09-2021 09:20:36.250',-0.45
567.),'08-09-2021 09:20:36.300',-0.45
568.),'08-09-2021 09:20:36.350',-0.46
569.),'08-09-2021 09:20:36.400',-0.44
570.),'08-09-2021 09:20:36.450',-0.45
571.),'08-09-2021 09:20:36.500',-0.45
572.),'08-09-2021 09:20:36.550',-0.46
573.),'08-09-2021 09:20:36.600',-0.46
574.),'08-09-2021 09:20:36.650',-0.45
575.),'08-09-2021 09:20:36.700',-0.47
576.),'08-09-2021 09:20:36.750',-0.45
577.),'08-09-2021 09:20:36.800',-0.46
578.),'08-09-2021 09:20:36.850',-0.5
579.),'08-09-2021 09:20:36.900',-0.5
580.),'08-09-2021 09:20:36.950',-0.48
581.),'08-09-2021 09:20:37.000',-0.46
582.),'08-09-2021 09:20:37.050',-0.46
